Waybill,Customer ID,Order Date,Parcel KG,Courier Charge,Sales amount,Pickup Point ID
PAR4068778538,CUS1900,2022/03/26,3,84.39,105,pup811
PAR4091141479,CUS1901,2022/03/14,1,84.39,102,pup2736
PAR4091194093,CUS1902,2022/03/22,2,53.3,70,pup3182
PAR4091163086,CUS1903,2022/03/11,2,42.16,60,pup1130
PAR4068720900,CUS1904,2022/03/29,1,84.39,126,pup2781
PAR4068775814,CUS1905,2022/03/22,2,53.3,67,pup3239
PAR4091139433,CUS1906,2022/03/24,2,84.39,87,pup1640
PAR4091194407,CUS1907,2022/03/15,2,53.3,66,pup1025
PAR4091126970,CUS1908,2022/03/28,2,53.3,70,pup4108
PAR4091119774,CUS1909,2022/03/14,2,84.39,96,pup4074
PAR4091142756,CUS1910,2022/03/25,2,84.39,89,pup2391
PAR4091179815,CUS1911,2022/03/10,1,53.3,77,pup1695
PAR4091180085,CUS1912,2022/03/29,4,84.39,105,pup715
PAR4068771626,CUS1913,2022/03/31,4,84.39,85,pup2537
PAR4091112184,CUS1914,2022/03/22,3,84.39,101,pup1353
PAR4068797513,CUS1915,2022/03/09,2,42.16,46,pup766
PAR4091150555,CUS1916,2022/03/10,3,73.83,89,pup1639
PAR4068727071,CUS1917,2022/03/22,3,84.39,87,pup884
PAR4091130705,CUS1917,2022/03/10,2,84.39,88,pup2262
PAR4091164927,CUS1917,2022/03/12,4,84.39,127,pup3902
PAR4091173723,CUS1917,2022/03/22,3,84.39,118,pup1560
PAR4068749274,CUS1921,2022/03/18,2,53.3,79,pup551
PAR4091190384,CUS1922,2022/03/14,2,53.3,54,pup4129
PAR4068710656,CUS1923,2022/03/28,2,84.39,105,pup660
PAR4068756624,CUS1924,2022/03/15,3,73.83,104,pup2615
PAR4091103167,CUS1924,2022/03/12,5,73.83,106,pup606
PAR4091186075,CUS1924,2022/03/16,3,73.83,89,pup2029
PAR4091151019,CUS1927,2022/03/14,1,,60,pup2106
PAR4091178496,CUS1928,2022/03/22,5,,60,pup383
PAR4091142455,CUS1929,2022/03/25,3,84.39,99,pup1157
PAR4091163359,CUS1930,2022/03/08,2,73.83,107,pup3012
PAR4091170250,CUS1931,2022/03/18,2,84.39,117,pup580
PAR4091127174,CUS1932,2022/03/09,2,53.3,57,pup3142
PAR4091159749,CUS1933,2022/03/09,1,84.39,91,pup1349
PAR4068756126,CUS1934,2022/03/31,2,84.39,109,pup2762
PAR4091168063,CUS1935,2022/03/23,4,73.83,77,pup147
PAR4068783764,CUS1936,2022/03/23,4,84.39,102,pup610
PAR4068765791,CUS1937,2022/03/24,3,53.3,65,pup2762
PAR4091137716,CUS1938,2022/03/09,3,42.16,58,pup1944
PAR4091195796,CUS1939,2022/03/10,3,84.39,105,pup2475
PAR4068744017,CUS1940,2022/03/23,2,84.39,85,pup517
PAR4068708086,CUS1941,2022/03/29,2,84.39,88,pup3679
PAR4068764546,CUS1942,2022/03/18,4,84.39,95,pup3186
PAR4068702156,CUS1943,2022/03/16,2,53.3,59,pup714
PAR4091123515,CUS1944,2022/03/14,3,,60,pup4278
PAR4068788004,CUS1945,2022/03/25,1,73.83,97,pup3155
PAR4068711150,CUS1946,2022/03/30,3,73.83,78,pup1695
PAR4068792154,CUS1946,2022/03/30,2,73.83,106,pup1442
PAR4091137003,CUS1948,2022/03/10,4,84.39,125,pup3775
PAR4091111016,CUS1949,2022/03/10,2,53.3,72,pup772
PAR4091136382,CUS1950,2022/03/09,2,42.16,52,pup1094
PAR4091162885,CUS1951,2022/03/19,3,,60,pup612
PAR4091122384,CUS1952,2022/03/09,2,42.16,55,pup2014
PAR4091122384,CUS1952,2022/03/14,2,,60,pup2798
PAR4091138013,CUS1954,2022/03/14,2,84.39,103,pup4243
PAR4091177771,CUS1955,2022/03/09,1,84.39,115,pup2714
PAR4068713596,CUS1956,2022/03/30,2,53.3,80,pup3152
PAR4068780051,CUS1957,2022/03/30,2,53.3,68,pup3902
PAR4091154618,CUS1958,2022/03/28,2,84.39,86,pup548
PAR4068763258,CUS1959,2022/03/15,2,53.3,55,pup2008
PAR4091100707,CUS1960,2022/03/14,2,53.3,78,pup4252
PAR4068728973,CUS1961,2022/03/15,2,,60,pup938
PAR4091141195,CUS1962,2022/03/24,2,53.3,78,pup3165
PAR4068711790,CUS1963,2022/03/16,3,84.39,108,pup2294
PAR4068718871,CUS1964,2022/03/10,1,,60,pup2786
PAR4091135766,CUS1965,2022/03/14,1,42.16,60,pup2445
PAR4091110715,CUS1966,2022/03/29,1,84.39,123,pup516
PAR4068792715,CUS1967,2022/03/30,2,53.3,73,pup1949
PAR4068758978,CUS1968,2022/03/30,2,84.39,115,pup1942
PAR4068703061,CUS1969,2022/03/22,3,84.39,106,pup2105
PAR4091190757,CUS1970,2022/03/31,1,53.3,77,pup3114
PAR4091165733,CUS1971,2022/03/10,2,84.39,90,pup2878
PAR4091123671,CUS1972,2022/03/16,5,84.39,85,pup513
PAR4091167851,CUS1973,2022/03/09,1,,60,pup169
PAR4091109711,CUS1974,2022/03/11,2,,60,pup1763
PAR4068706106,CUS1975,2022/03/24,1,84.39,101,pup1946
PAR4091111863,CUS1976,2022/03/11,3,217.58,249,pup1934
PAR4091177837,CUS1977,2022/03/09,2,42.16,56,pup1853
PAR4091148466,CUS1978,2022/03/09,1,217.58,233,pup1984
PAR4091102250,CUS1979,2022/03/17,2,53.3,57,pup3069
PAR4091142882,CUS1980,2022/03/16,2,53.3,57,pup2305
PAR4068748728,CUS1981,2022/03/31,2,84.39,126,pup706
PAR4068763605,CUS1982,2022/03/25,3,217.58,315,pup3948
PAR4068712849,CUS1983,2022/03/26,2,42.16,62,pup795
PAR4091178574,CUS1984,2022/03/29,3,53.3,71,pup3117
PAR4091164940,CUS1985,2022/03/10,2,217.58,285,pup3075
PAR4091134327,CUS1986,2022/03/16,3,53.3,76,pup790
PAR4091171392,CUS1987,2022/03/14,3,53.3,68,pup4432
PAR4091132142,CUS1988,2022/03/09,2,42.16,61,pup3117
PAR4091194248,CUS1989,2022/03/17,2,53.3,59,pup565
PAR4091111895,CUS1990,2022/03/18,2,84.39,103,pup3179
PAR4091193812,CUS1991,2022/03/10,3,53.3,78,pup4625
PAR4068731662,CUS1992,2022/03/18,2,53.3,79,pup1959
PAR4091117393,CUS1993,2022/03/11,7,,60,pup939
PAR4068779716,CUS1994,2022/03/23,2,84.39,126,pup4117
PAR4091114690,CUS1995,2022/03/30,2,84.39,93,pup754
PAR4091107284,CUS1996,2022/03/22,2,217.58,306,pup883
PAR4091118606,CUS1997,2022/03/11,11,,60,pup3063
PAR4068711010,CUS1998,2022/03/18,4,84.39,89,pup4122
PAR4068721042,CUS1999,2022/03/31,3,73.83,84,pup579
PAR4068764291,CUS2000,2022/03/19,1,42.16,59,pup699
PAR4068729200,CUS2001,2022/03/03,27,81.04,102,pup892
PAR4068764160,CUS2001,2022/03/03,28,127.2,188,pup984
PAR4068770658,CUS2001,2022/03/03,19,90.25,120,pup302
PAR4068794922,CUS2001,2022/03/03,19,90.25,108,pup723
PAR4091153736,CUS2005,2022/03/24,1,,60,pup884
PAR4091103955,CUS2006,2022/03/31,2,84.39,91,pup1949
PAR4091106733,CUS2007,2022/03/22,3,42.16,57,pup4787
PAR4091138478,CUS2008,2022/03/28,2,42.16,53,pup2173
PAR4068783679,CUS2009,2022/03/22,3,84.39,116,pup3567
PAR4091172440,CUS2010,2022/03/11,1,,60,pup789
PAR4068755993,CUS2011,2022/03/31,2,84.39,110,pup4752
PAR4068725047,CUS2012,2022/03/14,11,,60,pup772
PAR4068732555,CUS2013,2022/03/26,4,84.39,108,pup3261
PAR4068772441,CUS2014,2022/03/31,1,73.83,75,pup2069
PAR4091163289,CUS2015,2022/03/15,2,53.3,76,pup2563
PAR4091109632,CUS2016,2022/03/15,2,,60,pup3079
PAR4091184994,CUS2016,2022/03/17,2,53.3,76,pup3127
PAR4091160310,CUS2018,2022/03/17,2,84.39,126,pup2259
PAR4068736945,CUS2019,2022/03/26,4,84.39,89,pup648
PAR4091118984,CUS2019,2022/03/16,8,84.39,95,pup2906
PAR4091125323,CUS2021,2022/03/10,2,84.39,108,pup3129
PAR4068782983,CUS2022,2022/03/19,3,84.39,122,pup4786
PAR4091130304,CUS2023,2022/03/17,2,53.3,58,pup525
PAR4091103534,CUS2024,2022/03/16,2,53.3,74,pup83
PAR4091194757,CUS2025,2022/03/09,2,42.16,55,pup1617
PAR4068790197,CUS2026,2022/03/28,4,217.58,255,pup3770
PAR4091199505,CUS2027,2022/03/10,2,84.39,108,pup1558
PAR4091121086,CUS2028,2022/03/09,2,53.3,78,pup3165
PAR4068771733,CUS2029,2022/03/29,1,84.39,89,pup796
PAR4091146228,CUS2030,2022/03/12,3,84.39,124,pup2795
PAR4091178116,CUS2031,2022/03/10,1,,60,pup519
PAR4091108025,CUS2032,2022/03/09,2,42.16,57,pup2214
PAR4091187180,CUS2033,2022/03/10,5,53.3,57,pup610
PAR4068775890,CUS2034,2022/03/15,2,84.39,91,pup2789
PAR4091186880,CUS2035,2022/03/28,2,53.3,66,pup2783
PAR4091197135,CUS2035,2022/03/25,2,53.3,62,pup3758
PAR4068703041,CUS2037,2022/03/22,2,42.16,60,pup3280
PAR4091121897,CUS2038,2022/03/23,5,42.16,46,pup2564
PAR4091171107,CUS2039,2022/03/16,2,,60,pup2298
PAR4068729966,CUS2040,2022/03/24,1,53.3,64,pup2196
PAR4091184407,CUS2041,2022/03/15,2,,60,pup3233
PAR4068734190,CUS2042,2022/03/24,1,53.3,68,pup2224
PAR4068716202,CUS2043,2022/03/24,4,53.3,73,pup2299
PAR4068758649,CUS2044,2022/03/22,1,53.3,79,pup4046
PAR4091135126,CUS2045,2022/03/28,2,53.3,70,pup939
PAR4091162373,CUS2046,2022/03/25,2,73.83,110,pup3267
PAR4091167540,CUS2047,2022/03/30,4,84.39,111,pup4340
PAR4068710524,CUS2048,2022/03/30,2,53.3,71,pup2209
PAR4068702931,CUS2049,2022/03/29,1,84.39,116,pup2072
PAR4068793585,CUS2050,2022/03/14,1,53.3,54,pup3683
PAR4091177841,CUS2051,2022/03/29,3,84.39,116,pup3531
PAR4091166976,CUS2052,2022/03/11,3,84.39,86,pup973
PAR4091113171,CUS2053,2022/03/29,1,73.83,77,pup1432
PAR4068794640,CUS2054,2022/03/29,1,84.39,86,pup2241
PAR4068752905,CUS2055,2022/03/29,2,53.3,56,pup3048
PAR4091142321,CUS2056,2022/03/15,1,73.83,91,pup4291
PAR4068729554,CUS2057,2022/03/22,4,73.83,89,pup2264
PAR4091128615,CUS2058,2022/03/22,4,84.39,94,pup4132
PAR4068718434,CUS2059,2022/03/28,4,84.39,98,pup3116
PAR4091186548,CUS2059,2022/03/24,4,84.39,112,pup2788
PAR4091165863,CUS2061,2022/03/24,4,73.83,83,pup667
PAR4091172066,CUS2062,2022/03/10,3,73.83,108,pup790
PAR4068766579,CUS2063,2022/03/30,3,217.58,306,pup1962
PAR4091195151,CUS2063,2022/03/16,3,217.58,275,pup345
PAR4091198009,CUS2063,2022/03/23,6,,60,pup3693
PAR4068767282,CUS2066,2022/03/31,2,53.3,69,pup675
PAR4068723777,CUS2067,2022/03/10,2,,60,pup608
PAR4068700886,CUS2068,2022/03/09,2,,60,pup727
PAR4068764038,CUS2069,2022/03/26,5,84.39,100,pup3275
PAR4091124640,CUS2070,2022/03/10,4,84.39,97,pup3141
PAR4091149226,CUS2070,2022/03/11,4,84.39,95,pup3154
PAR4068775583,CUS2072,2022/03/18,3,,,pup3901
PAR4091171721,CUS2073,2022/03/17,4,42.16,47,pup771
PAR4091149387,CUS2074,2022/03/17,2,,60,pup946
PAR4068700857,CUS2075,2022/03/30,2,84.39,116,pup3049
PAR4091185103,CUS2076,2022/03/09,4,73.83,86,pup1353
PAR4091113244,CUS2077,2022/03/09,2,42.16,50,pup1854
PAR4091173799,CUS2078,2022/03/10,2,73.83,100,pup4526
PAR4068771937,CUS2079,2022/03/23,1,84.39,120,pup2349
PAR4091156176,CUS2080,2022/03/16,2,53.3,55,pup662
PAR4091140878,CUS2081,2022/03/25,2,53.3,57,pup1494
PAR4091193133,CUS2082,2022/03/30,2,84.39,99,pup2724
PAR4091147400,CUS2083,2022/03/10,6,53.3,78,pup3967
PAR4091143326,CUS2084,2022/03/22,3,84.39,96,pup3562
PAR4068769662,CUS2085,2022/03/31,2,53.3,76,pup1423
PAR4068700041,CUS2086,2022/03/28,2,53.3,68,pup4109
PAR4068708948,CUS2087,2022/03/16,4,84.39,97,pup1695
PAR4091107139,CUS2088,2022/03/10,3,84.39,117,pup4340
PAR4068741909,CUS2089,2022/03/17,2,84.39,113,pup2782
PAR4091144584,CUS2089,2022/03/09,2,84.39,88,pup3762
PAR4091111806,CUS2091,2022/03/28,4,73.83,110,pup4525
PAR4068738791,CUS2092,2022/03/09,2,53.3,66,pup923
PAR4091100633,CUS2093,2022/03/11,,,60,pup3079
PAR4068771045,CUS2094,2022/03/28,2,217.58,314,pup735
PAR4068714073,CUS2095,2022/03/25,2,217.58,250,pup602
PAR4091151926,CUS2095,2022/03/24,2,217.58,228,pup3096
PAR4091170638,CUS2097,2022/03/18,2,53.3,72,pup746
PAR4091106546,CUS2098,2022/03/09,1,,60,pup987
PAR4068788003,CUS2099,2022/03/18,1,,60,pup677
PAR4091114449,CUS2099,2022/03/16,1,42.16,58,pup4532
PAR4091125162,CUS2101,2022/03/10,2,53.3,78,pup2738
PAR4091147625,CUS2102,2022/03/28,1,84.39,94,pup3759
PAR4068717244,CUS2103,2022/03/23,4,73.83,86,pup2534
PAR4091105789,CUS2104,2022/03/18,3,73.83,82,pup1958
PAR4091191423,CUS2105,2022/03/31,5,73.83,77,pup3161
PAR4091138913,CUS2106,2022/03/09,1,53.3,58,pup4112
PAR4091175277,CUS2107,2022/03/17,1,,60,pup4109
PAR4068742893,CUS2108,2022/03/23,2,53.3,80,pup2773
PAR4091109367,CUS2109,2022/03/25,1,53.3,68,pup2010
PAR4091129847,CUS2110,2022/03/28,3,84.39,105,pup4117
PAR4068703197,CUS2111,2022/03/25,1,53.3,63,pup897
PAR4091119105,CUS2112,2022/03/16,3,84.39,122,pup890
PAR4068714631,CUS2113,2022/03/14,1,,60,pup1942
PAR4091110589,CUS2114,2022/03/09,4,42.16,55,pup1436
PAR4068717512,CUS2115,2022/03/22,4,73.83,85,pup1595
PAR4091155861,CUS2115,2022/03/10,4,73.83,107,pup948
PAR4068759602,CUS2117,2022/03/17,4,217.58,262,pup977
PAR4091199039,CUS2118,2022/03/11,1,53.3,78,pup2209
PAR4091153150,CUS2119,2022/03/16,2,,60,pup2241
PAR4091188459,CUS2120,2022/03/10,5,,60,pup791
PAR4068732776,CUS2121,2022/03/22,1,84.39,88,pup3127
PAR4091101373,CUS2122,2022/03/11,2,84.39,93,pup613
PAR4091132748,CUS2122,2022/03/25,2,84.39,98,pup3772
PAR4091106514,CUS2124,2022/03/16,1,84.39,118,pup3737
PAR4068759105,CUS2125,2022/03/30,1,,60,pup3820
PAR4068744003,CUS2126,2022/03/22,7,,60,pup661
PAR4091153979,CUS2127,2022/03/14,2,53.3,63,pup2309
PAR4091102496,CUS2128,2022/03/11,4,,60,pup571
PAR4068789641,CUS2129,2022/03/18,3,53.3,56,pup2785
PAR4091146700,CUS2130,2022/03/19,4,,60,pup914
PAR4068790065,CUS2131,2022/03/28,3,84.39,95,pup3892
PAR4091142864,CUS2132,2022/03/09,4,84.39,97,pup1130
PAR4091164016,CUS2133,2022/03/11,2,53.3,79,pup985
PAR4068716937,CUS2134,2022/03/22,2,84.39,95,pup668
PAR4068797491,CUS2135,2022/03/18,2,53.3,59,pup526
PAR4068702365,CUS2136,2022/03/30,2,53.3,68,pup2309
PAR4091105020,CUS2137,2022/03/10,5,84.39,118,pup3133
PAR4068781042,CUS2138,2022/03/31,2,84.39,120,pup579
PAR4091144253,CUS2138,2022/03/16,3,,60,pup1558
PAR4091117147,CUS2140,2022/03/10,5,73.83,101,pup3751
PAR4068796235,CUS2141,2022/03/18,4,84.39,117,pup2333
PAR4068749989,CUS2142,2022/03/09,3,42.16,52,pup1943
PAR4068705858,CUS2143,2022/03/18,2,84.39,88,pup4074
PAR4091125890,CUS2144,2022/03/18,2,,60,pup2906
PAR4091101833,CUS2145,2022/03/14,1,84.39,100,pup3657
PAR4091186073,CUS2146,2022/03/28,2,84.39,86,pup4179
PAR4091126771,CUS2147,2022/03/24,2,84.39,107,pup4207
PAR4068774487,CUS2148,2022/03/24,1,84.39,94,pup2351
PAR4068766558,CUS2149,2022/03/15,2,53.3,71,pup3117
PAR4068718017,CUS2150,2022/03/25,2,53.3,75,pup3125
PAR4091112237,CUS2151,2022/03/14,2,53.3,69,pup3774
PAR4068736896,CUS2152,2022/03/29,2,53.3,75,pup2032
PAR4091120945,CUS2153,2022/03/15,4,84.39,101,pup3567
PAR4068745006,CUS2154,2022/03/18,13,,60,pup939
PAR4091125654,CUS2154,2022/03/22,5,,60,pup3267
PAR4091119872,CUS2156,2022/03/10,4,,60,pup476
PAR4091175937,CUS2157,2022/03/16,4,,60,pup873
PAR4091108329,CUS2158,2022/03/10,3,84.39,107,pup4340
PAR4091197052,CUS2159,2022/03/11,2,53.3,63,pup1990
PAR4068719623,CUS2160,2022/03/22,,,,pup1445
PAR4068759217,CUS2161,2022/03/23,2,84.39,97,pup3969
PAR4068729988,CUS2162,2022/03/23,3,84.39,89,pup950
PAR4091144860,CUS2163,2022/03/15,3,84.39,93,pup2475
PAR4091134738,CUS2164,2022/03/15,2,53.3,66,pup3117
PAR4068774475,CUS2165,2022/03/19,3,84.39,116,pup565
PAR4091105533,CUS2166,2022/03/09,1,53.3,62,pup1575
PAR4091178350,CUS2167,2022/03/14,4,53.3,54,pup2077
PAR4091166188,CUS2168,2022/03/11,2,84.39,117,pup496
PAR4091194418,CUS2169,2022/03/10,6,53.3,57,pup2012
PAR4091124550,CUS2170,2022/03/09,5,84.39,117,pup3129
PAR4091182254,CUS2171,2022/03/10,5,84.39,116,pup3625
PAR4091160314,CUS2172,2022/03/09,5,,60,pup2411
PAR4091190530,CUS2173,2022/03/18,2,53.3,55,pup4071
PAR4091158664,CUS2174,2022/03/17,2,84.39,85,pup1458
PAR4091145086,CUS2175,2022/03/14,2,,60,pup3762
PAR4068705144,CUS2176,2022/03/23,2,84.39,115,pup2212
PAR4091123339,CUS2177,2022/03/11,2,,60,pup4653
PAR4091153268,CUS2177,2022/03/19,3,73.83,102,pup3089
PAR4091135218,CUS2179,2022/03/16,3,53.3,64,pup3079
PAR4091110010,CUS2180,2022/03/12,5,84.39,105,pup1955
PAR4068772607,CUS2181,2022/03/24,1,42.16,44,pup3117
PAR4068706097,CUS2182,2022/03/14,4,53.3,55,pup4176
PAR4091119108,CUS2183,2022/03/09,1,53.3,71,pup3762
PAR4068727354,CUS2184,2022/03/17,4,73.83,108,pup746
PAR4068750899,CUS2185,2022/03/18,3,84.39,127,pup3108
PAR4091136655,CUS2186,2022/03/14,4,,60,pup4010
PAR4068734648,CUS2187,2022/03/25,4,73.83,93,pup1558
PAR4068701504,CUS2188,2022/03/17,4,217.58,238,pup4517
PAR4091164111,CUS2189,2022/03/10,2,53.3,58,pup790
PAR4091162530,CUS2190,2022/03/10,1,84.39,125,pup3147
PAR4068766386,CUS2191,2022/03/16,,,60,pup626
PAR4091150370,CUS2192,2022/03/29,3,84.39,125,pup641
PAR4091102176,CUS2193,2022/03/22,4,84.39,86,pup3281
PAR4091112410,CUS2194,2022/03/16,1,217.58,225,pup2220
PAR4068794247,CUS2195,2022/03/28,3,217.58,276,pup1389
PAR4091192607,CUS2196,2022/03/16,3,84.39,106,pup748
PAR4068794640,NA,2022/03/29,0,,60,pup2333
PAR4091128594,NA,2022/03/10,0,,60,pup3254
PAR4091149688,NA,2022/03/11,0,,60,pup4082
PAR4091187033,NA,2022/03/11,0,,60,pup660
PAR4091189588,NA,2022/03/11,,,60,pup3792
